"category","result.status","protectionPolicy.name","result.error.code","host.name","asset.name","inventorySource.type","result.error.reason","result.error.extendedReason","result.error.detailedDescription","result.error.remediation","occurrences"
"REPLICATE","SKIPPED","MSSQL - OVS","AERR0004","vmovsdwh04.ad.ovs.ch","DW_OFS","","Task Performing Managed File Replicate Copies - DW_OFS - vmovsdwh04.ad.ovs.ch was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - OVS","AERR0004","vmovsdwh04.ad.ovs.ch","EMS","","Task Performing Managed File Replicate Copies - EMS - vmovsdwh04.ad.ovs.ch was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - OVS","AERR0004","vmovsdwh04.ad.ovs.ch","JSON","","Task Performing Managed File Replicate Copies - JSON - vmovsdwh04.ad.ovs.ch was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - OVS","AERR0004","vmovsdwh04.ad.ovs.ch","Motors","","Task Performing Managed File Replicate Copies - Motors - vmovsdwh04.ad.ovs.ch was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - OVS","AERR0004","vmovsdwh04.ad.ovs.ch","OCVS","","Task Performing Managed File Replicate Copies - OCVS - vmovsdwh04.ad.ovs.ch was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - OVS","AERR0004","vmovsdwh04.ad.ovs.ch","OCVS_Cantonal","","Task Performing Managed File Replicate Copies - OCVS_Cantonal - vmovsdwh04.ad.ovs.ch was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - OVS","AERR0004","vmovsdwh04.ad.ovs.ch","OCVS_Fige","","Task Performing Managed File Replicate Copies - OCVS_Fige - vmovsdwh04.ad.ovs.ch was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - OVS","AERR0004","vmovsdwh04.ad.ovs.ch","OFS","","Task Performing Managed File Replicate Copies - OFS - vmovsdwh04.ad.ovs.ch was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - OVS","AERR0004","vmovsdwh04.ad.ovs.ch","RVT","","Task Performing Managed File Replicate Copies - RVT - vmovsdwh04.ad.ovs.ch was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - OVS","AERR0004","vmovsdwh04.ad.ovs.ch","SSISDB","","Task Performing Managed File Replicate Copies - SSISDB - vmovsdwh04.ad.ovs.ch was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - OVS","AERR0004","vmovsdwh05.ad.ovs.ch","BOA43","","Task Performing Managed File Replicate Copies - BOA43 - vmovsdwh05.ad.ovs.ch was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - OVS","AERR0004","vmovsdwh05.ad.ovs.ch","BOR43","","Task Performing Managed File Replicate Copies - BOR43 - vmovsdwh05.ad.ovs.ch was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - OVS","AERR0004","vmovsdwh05.ad.ovs.ch","CMS","","Task Performing Managed File Replicate Copies - CMS - vmovsdwh05.ad.ovs.ch was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - OVS","AERR0004","vmovsdwh05.ad.ovs.ch","DW_OFS","","Task Performing Managed File Replicate Copies - DW_OFS - vmovsdwh05.ad.ovs.ch was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - OVS","AERR0004","vmovsdwh05.ad.ovs.ch","EMS","","Task Performing Managed File Replicate Copies - EMS - vmovsdwh05.ad.ovs.ch was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - OVS","AERR0004","vmovsdwh05.ad.ovs.ch","OCVS","","Task Performing Managed File Replicate Copies - OCVS - vmovsdwh05.ad.ovs.ch was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - OVS","AERR0004","vmovsdwh05.ad.ovs.ch","OCVS_Fige","","Task Performing Managed File Replicate Copies - OCVS_Fige - vmovsdwh05.ad.ovs.ch was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - OVS","AERR0004","vmovsdwh05.ad.ovs.ch","OFS","","Task Performing Managed File Replicate Copies - OFS - vmovsdwh05.ad.ovs.ch was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - OVS","AERR0004","vmovsdwh05.ad.ovs.ch","RVT","","Task Performing Managed File Replicate Copies - RVT - vmovsdwh05.ad.ovs.ch was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - Standard","AERR0004","SVPRDDWH01.rsvgnw.local","DW","","Task Performing Managed File Replicate Copies - DW - SVPRDDWH01.rsvgnw.local was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","21"
"REPLICATE","SKIPPED","MSSQL - Standard","AERR0004","SVPRDDWH01.rsvgnw.local","DW_Annualise","","Task Performing Managed File Replicate Copies - DW_Annualise - SVPRDDWH01.rsvgnw.local was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","21"
"REPLICATE","SKIPPED","MSSQL - Standard","AERR0004","SVPRDDWH01.rsvgnw.local","DW_Compta","","Task Performing Managed File Replicate Copies - DW_Compta - SVPRDDWH01.rsvgnw.local was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","21"
"REPLICATE","SKIPPED","MSSQL - Standard","AERR0004","SVPRDDWH01.rsvgnw.local","DW_OFS","","Task Performing Managed File Replicate Copies - DW_OFS - SVPRDDWH01.rsvgnw.local was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","21"
"REPLICATE","SKIPPED","MSSQL - Standard","AERR0004","SVPRDDWH01.rsvgnw.local","DW_Prest","","Task Performing Managed File Replicate Copies - DW_Prest - SVPRDDWH01.rsvgnw.local was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","21"
"REPLICATE","SKIPPED","MSSQL - Standard","AERR0004","SVPRDDWH01.rsvgnw.local","DW_Prest_Annualise","","Task Performing Managed File Replicate Copies - DW_Prest_Annualise - SVPRDDWH01.rsvgnw.local was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","21"
"REPLICATE","SKIPPED","MSSQL - Standard","AERR0004","SVPRDDWH01.rsvgnw.local","DataLake","","Task Performing Managed File Replicate Copies - DataLake - SVPRDDWH01.rsvgnw.local was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","21"
"REPLICATE","SKIPPED","MSSQL - Standard","AERR0004","SVPRDDWH01.rsvgnw.local","ICHV_LABO","","Task Performing Managed File Replicate Copies - ICHV_LABO - SVPRDDWH01.rsvgnw.local was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","21"
"REPLICATE","SKIPPED","MSSQL - Standard","AERR0004","SVPRDDWH01.rsvgnw.local","Ref_DW","","Task Performing Managed File Replicate Copies - Ref_DW - SVPRDDWH01.rsvgnw.local was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","21"
"REPLICATE","SKIPPED","MSSQL - Standard","AERR0004","SVPRDDWH01.rsvgnw.local","distribution","","Task Performing Managed File Replicate Copies - distribution - SVPRDDWH01.rsvgnw.local was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","21"
"REPLICATE","SKIPPED","MSSQL - Standard","AERR0004","SVPRDDWH01.rsvgnw.local","odi_12_d","","Task Performing Managed File Replicate Copies - odi_12_d - SVPRDDWH01.rsvgnw.local was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - Standard","AERR0004","SVPRDDWH01.rsvgnw.local","odi_12_e","","Task Performing Managed File Replicate Copies - odi_12_e - SVPRDDWH01.rsvgnw.local was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","21"
"REPLICATE","SKIPPED","MSSQL - Standard","AERR0004","VMPRDDESKA01.rsvgnw.local","AdminDB","","Task Performing Managed File Replicate Copies - AdminDB - VMPRDDESKA01.rsvgnw.local was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - Standard","AERR0004","vmprddbs30a.rsvgnw.local","ibase","","Task Performing Managed File Replicate Copies - ibase - vmprddbs30a.rsvgnw.local was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","23"
"REPLICATE","SKIPPED","MSSQL - Standard","AERR0004","vmprddbs31a.rsvgnw.local","IMAGEnet","","Task Performing Managed File Replicate Copies - IMAGEnet - vmprddbs31a.rsvgnw.local was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","23"
"REPLICATE","SKIPPED","MSSQL - Standard","AERR0004","vmprddbs31a.rsvgnw.local","WSS_UsageApplication","","Task Performing Managed File Replicate Copies - WSS_UsageApplication - vmprddbs31a.rsvgnw.local was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - Standard","AERR0004","vmprddbs33.rsvgnw.local","DW","","Task Performing Managed File Replicate Copies - DW - vmprddbs33.rsvgnw.local was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - Standard","AERR0004","vmprddbs33.rsvgnw.local","DW_Compta","","Task Performing Managed File Replicate Copies - DW_Compta - vmprddbs33.rsvgnw.local was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - Standard","AERR0004","vmprddbs33.rsvgnw.local","DW_OFS","","Task Performing Managed File Replicate Copies - DW_OFS - vmprddbs33.rsvgnw.local was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - Standard","AERR0004","vmprddbs33.rsvgnw.local","DW_Prest","","Task Performing Managed File Replicate Copies - DW_Prest - vmprddbs33.rsvgnw.local was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - Standard","AERR0004","vmprddbs33.rsvgnw.local","ICHV_LABO","","Task Performing Managed File Replicate Copies - ICHV_LABO - vmprddbs33.rsvgnw.local was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - Standard","AERR0004","vmprddbs34.rsvgnw.local","ReportServerTempDB","","Task Performing Managed File Replicate Copies - ReportServerTempDB - vmprddbs34.rsvgnw.local was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - Standard","AERR0004","vmprddbs38a.rsvgnw.local","IMAGEnet","","Task Performing Managed File Replicate Copies - IMAGEnet - vmprddbs38a.rsvgnw.local was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","12"
"REPLICATE","SKIPPED","MSSQL - Standard","AERR0004","vmprddbs38a.rsvgnw.local","ibase","","Task Performing Managed File Replicate Copies - ibase - vmprddbs38a.rsvgnw.local was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","12"
"REPLICATE","SKIPPED","MSSQL - Standard","AERR0004","vmprdphiliibe01.rsvgnw.local","Philips.HIF.ConfigurationEx","","Task Performing Managed File Replicate Copies - Philips.HIF.ConfigurationEx - vmprdphiliibe01.rsvgnw.local was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - Standard","AERR0004","vmprdphiliibe01.rsvgnw.local","Philips.HIF.DiagnosticsEx","","Task Performing Managed File Replicate Copies - Philips.HIF.DiagnosticsEx - vmprdphiliibe01.rsvgnw.local was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","MSSQL - Standard","AERR0004","vmprdphiliibe01.rsvgnw.local","Philips.HIF.PrimaryEx","","Task Performing Managed File Replicate Copies - Philips.HIF.PrimaryEx - vmprdphiliibe01.rsvgnw.local was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","22"
"REPLICATE","SKIPPED","NAS - 5 Years - Apps","AERR0004","MISSING","/ifs/HVS/frontend-prod-dfs/apps/PGM","","Task Performing Managed File Replicate Copies - /ifs/HVS/frontend-prod-dfs/apps/PGM was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","0"
"REPLICATE","SKIPPED","Oracle - CRS","AERR0004","vmprddbo52.infranet.lan","QCPROD(QCPROD_DB52)","","Task Performing Managed File Replicate Copies - QCPROD(QCPROD_DB52) - vmprddbo52.infranet.lan was skipped because the protection task was unsuccessful.","","This task cannot be completed when dependent protection tasks do not complete successfully.","Review the details for the protection task in the Jobs window to troubleshoot the issue. When the issue is resolved, retry the protection job task. If the issue persists, contact Dell Customer Support.","1"
